Id,SalePrice
1461,124200.0
1462,161900.0
1463,180900.0
1464,192800.0
1465,201400.0
1466,171800.0
1467,173000.0
1468,161500.0
1469,189700.0
1470,124300.0
1471,200400.0
1472,100700.0
1473,97200.0
1474,150200.0
1475,120400.0
1476,364100.0
1477,250600.0
1478,286900.0
1479,281600.0
1480,507100.0
1481,331000.0
1482,210400.0
1483,172800.0
1484,165900.0
1485,181600.0
1486,197600.0
1487,323700.0
1488,238800.0
1489,198100.0
1490,228500.0
1491,193700.0
1492,94600.0
1493,173700.0
1494,294200.0
1495,294900.0
1496,224300.0
1497,183800.0
1498,183800.0
1499,165600.0
1500,157600.0
1501,173600.0
1502,154900.0
1503,282000.0
1504,244900.0
1505,229300.0
1506,190400.0
1507,259900.0
1508,201700.0
1509,160600.0
1510,146200.0
1511,157200.0
1512,177300.0
1513,150200.0
1514,152000.0
1515,186400.0
1516,156400.0
1517,167700.0
1518,135800.0
1519,224400.0
1520,131000.0
1521,132600.0
1522,179600.0
1523,111000.0
1524,115000.0
1525,120400.0
1526,117200.0
1527,105700.0
1528,144700.0
1529,141000.0
1530,177200.0
1531,101000.0
1532,99100.0
1533,141100.0
1534,120300.0
1535,154800.0
1536,109600.0
1537,71300.0
1538,136400.0
1539,207200.0
1540,96600.0
1541,137600.0
1542,153600.0
1543,187400.0
1544,84100.0
1545,106900.0
1546,133700.0
1547,129400.0
1548,133300.0
1549,119600.0
1550,135200.0
1551,122700.0
1552,135700.0
1553,144100.0
1554,116100.0
1555,173300.0
1556,90500.0
1557,116100.0
1558,102400.0
1559,73300.0
1560,137200.0
1561,130700.0
1562,129800.0
1563,125100.0
1564,160900.0
1565,149400.0
1566,237300.0
1567,85400.0
1568,238100.0
1569,134500.0
1570,136900.0
1571,121700.0
1572,142300.0
1573,236400.0
1574,133900.0
1575,234700.0
1576,224900.0
1577,186100.0
1578,136600.0
1579,144700.0
1580,195100.0
1581,146100.0
1582,124500.0
1583,310300.0
1584,223100.0
1585,141000.0
1586,77500.0
1587,105300.0
1588,146000.0
1589,94600.0
1590,134600.0
1591,94900.0
1592,116200.0
1593,127400.0
1594,121400.0
1595,123900.0
1596,240500.0
1597,197000.0
1598,224900.0
1599,173300.0
1600,172200.0
1601,73800.0
1602,121100.0
1603,65300.0
1604,284800.0
1605,243200.0
1606,163800.0
1607,185100.0
1608,209300.0
1609,186700.0
1610,150400.0
1611,137900.0
1612,168300.0
1613,160100.0
1614,117300.0
1615,85200.0
1616,79100.0
1617,89200.0
1618,132800.0
1619,133100.0
1620,181900.0
1621,136400.0
1622,144500.0
1623,270700.0
1624,219200.0
1625,123700.0
1626,170600.0
1627,190700.0
1628,280300.0
1629,179300.0
1630,374100.0
1631,228600.0
1632,245800.0
1633,170400.0
1634,185200.0
1635,178200.0
1636,152700.0
1637,193500.0
1638,188100.0
1639,178500.0
1640,253900.0
1641,189100.0
1642,232900.0
1643,227900.0
1644,236700.0
1645,200800.0
1646,158700.0
1647,161900.0
1648,133600.0
1649,133500.0
1650,111100.0
1651,123600.0
1652,100900.0
1653,100200.0
1654,153800.0
1655,146800.0
1656,145200.0
1657,153000.0
1658,152500.0
1659,128700.0
1660,151700.0
1661,454200.0
1662,406900.0
1663,374600.0
1664,550200.0
1665,292600.0
1666,326200.0
1667,378000.0
1668,314000.0
1669,299000.0
1670,334400.0
1671,267900.0
1672,437100.0
1673,295700.0
1674,248300.0
1675,197500.0
1676,194000.0
1677,215500.0
1678,493200.0
1679,383900.0
1680,317000.0
1681,232800.0
1682,310800.0
1683,186200.0
1684,183500.0
1685,177000.0
1686,172000.0
1687,172600.0
1688,193200.0
1689,197200.0
1690,196400.0
1691,184400.0
1692,258100.0
1693,173600.0
1694,181200.0
1695,164600.0
1696,272700.0
1697,165100.0
1698,354700.0
1699,308000.0
1700,252900.0
1701,277700.0
1702,252200.0
1703,250400.0
1704,291900.0
1705,241900.0
1706,470900.0
1707,210900.0
1708,200900.0
1709,264900.0
1710,223800.0
1711,265700.0
1712,263900.0
1713,270100.0
1714,226200.0
1715,207600.0
1716,175200.0
1717,175300.0
1718,132800.0
1719,203200.0
1720,239200.0
1721,171000.0
1722,126500.0
1723,159100.0
1724,205100.0
1725,227400.0
1726,186100.0
1727,150100.0
1728,181200.0
1729,149000.0
1730,141000.0
1731,122600.0
1732,131200.0
1733,118400.0
1734,131300.0
1735,134400.0
1736,114200.0
1737,291100.0
1738,225900.0
1739,254200.0
1740,217000.0
1741,191800.0
1742,170400.0
1743,177200.0
1744,307900.0
1745,219600.0
1746,214900.0
1747,218200.0
1748,224300.0
1749,155400.0
1750,133100.0
1751,243600.0
1752,118000.0
1753,151800.0
1754,202700.0
1755,168400.0
1756,118400.0
1757,115800.0
1758,141200.0
1759,157500.0
1760,166100.0
1761,143500.0
1762,174700.0
1763,177200.0
1764,119500.0
1765,180100.0
1766,185300.0
1767,220400.0
1768,137700.0
1769,168700.0
1770,147000.0
1771,121000.0
1772,140000.0
1773,124900.0
1774,149800.0
1775,131400.0
1776,128500.0
1777,107000.0
1778,139600.0
1779,124800.0
1780,181500.0
1781,127100.0
1782,92700.0
1783,139100.0
1784,104100.0
1785,118500.0
1786,137200.0
1787,163500.0
1788,62700.0
1789,96100.0
1790,86500.0
1791,195800.0
1792,151100.0
1793,138800.0
1794,152200.0
1795,134800.0
1796,125200.0
1797,123300.0
1798,117600.0
1799,111000.0
1800,126100.0
1801,128800.0
1802,137400.0
1803,151600.0
1804,140400.0
1805,135600.0
1806,123500.0
1807,129700.0
1808,120100.0
1809,116800.0
1810,134400.0
1811,87600.0
1812,93200.0
1813,118800.0
1814,98900.0
1815,57100.0
1816,94400.0
1817,116100.0
1818,144000.0
1819,127000.0
1820,61300.0
1821,107700.0
1822,146800.0
1823,45500.0
1824,126800.0
1825,143100.0
1826,108800.0
1827,104300.0
1828,132000.0
1829,123600.0
1830,135800.0
1831,135300.0
1832,87000.0
1833,140000.0
1834,125800.0
1835,127600.0
1836,127000.0
1837,83400.0
1838,131200.0
1839,90600.0
1840,148000.0
1841,136600.0
1842,93600.0
1843,125500.0
1844,138000.0
1845,143700.0
1846,158400.0
1847,170300.0
1848,55800.0
1849,98500.0
1850,117500.0
1851,147100.0
1852,121800.0
1853,131800.0
1854,167900.0
1855,143500.0
1856,226200.0
1857,132300.0
1858,138500.0
1859,117500.0
1860,146300.0
1861,117300.0
1862,291000.0
1863,288900.0
1864,290200.0
1865,328200.0
1866,316800.0
1867,228100.0
1868,294200.0
1869,207400.0
1870,227400.0
1871,246200.0
1872,176200.0
1873,240400.0
1874,141600.0
1875,204800.0
1876,194000.0
1877,212800.0
1878,202500.0
1879,126700.0
1880,128000.0
1881,245800.0
1882,249400.0
1883,190600.0
1884,204500.0
1885,250600.0
1886,291500.0
1887,212300.0
1888,277500.0
1889,168500.0
1890,120300.0
1891,126600.0
1892,102700.0
1893,126500.0
1894,117600.0
1895,138400.0
1896,123600.0
1897,121000.0
1898,121100.0
1899,160700.0
1900,152200.0
1901,168600.0
1902,174500.0
1903,218400.0
1904,142500.0
1905,207400.0
1906,134900.0
1907,237200.0
1908,111700.0
1909,140100.0
1910,121600.0
1911,227800.0
1912,322800.0
1913,149300.0
1914,52900.0
1915,315200.0
1916,72000.0
1917,259800.0
1918,144200.0
1919,168400.0
1920,148600.0
1921,398800.0
1922,298200.0
1923,217100.0
1924,231200.0
1925,197900.0
1926,381900.0
1927,130100.0
1928,157000.0
1929,121000.0
1930,136900.0
1931,139000.0
1932,136400.0
1933,171000.0
1934,181600.0
1935,169900.0
1936,191000.0
1937,179800.0
1938,168100.0
1939,250200.0
1940,195600.0
1941,167300.0
1942,183100.0
1943,209600.0
1944,352900.0
1945,375200.0
1946,146100.0
1947,304500.0
1948,169000.0
1949,244600.0
1950,176600.0
1951,255700.0
1952,227900.0
1953,165500.0
1954,181400.0
1955,131500.0
1956,296900.0
1957,155600.0
1958,306800.0
1959,144300.0
1960,112100.0
1961,121000.0
1962,100800.0
1963,106300.0
1964,107200.0
1965,148100.0
1966,138000.0
1967,289600.0
1968,441400.0
1969,383700.0
1970,416600.0
1971,483800.0
1972,381900.0
1973,273300.0
1974,327000.0
1975,529600.0
1976,276600.0
1977,365300.0
1978,357700.0
1979,315300.0
1980,198600.0
1981,328100.0
1982,219100.0
1983,203500.0
1984,176600.0
1985,223500.0
1986,208400.0
1987,188700.0
1988,176500.0
1989,195400.0
1990,210700.0
1991,222500.0
1992,215400.0
1993,175100.0
1994,241600.0
1995,184600.0
1996,254100.0
1997,299800.0
1998,327400.0
1999,257500.0
2000,292300.0
